code,year,avg_coverage,median_coverage,doses_sum,target_sum,coverage_count,avg_incidence_rate,incidence_count,total_cases
ABW,2017,96.32,97.0,15846.0,16492.0,25.0,2.375,8.0,2.0
ABW,2018,91.2,93.5,23734.0,25829.0,40.0,5.127272727272727,11.0,6.0
ABW,2019,91.75,93.0,23193.0,25239.0,40.0,1.86,10.0,2.0
ABW,2021,88.3495238095238,91.87,21278.0,24112.0,42.0,0.0,12.0,0.0
ABW,2022,88.75,91.59,20250.0,22828.0,42.0,3.1,12.0,4.0
ABW,2023,88.22953488372093,93.2,19857.0,23000.0,43.0,1.86,10.0,2.0
AFG,1980,10.142857142857142,4.0,0.0,0.0,14.0,786.06,5.0,52656.0
AFG,1981,4.230769230769231,3.0,0.0,0.0,13.0,823.72,5.0,50018.0
AFG,1982,7.0,5.0,0.0,0.0,16.0,580.34,5.0,33403.0
AFG,1983,9.5,7.0,0.0,0.0,6.0,729.75,4.0,33860.0
AFG,1984,13.8125,13.5,0.0,0.0,16.0,520.175,4.0,23836.0
AFG,1985,15.9375,15.0,0.0,0.0,16.0,634.4,4.0,30977.0
AFG,1986,15.0,14.0,0.0,0.0,16.0,344.35,4.0,17573.0
AFG,1987,24.9375,25.0,0.0,0.0,16.0,392.325,4.0,18498.0
AFG,1988,32.875,35.0,0.0,0.0,16.0,233.45,4.0,11067.0
AFG,1989,31.375,33.0,0.0,0.0,16.0,63.175,4.0,3056.0
AFG,1990,22.9375,25.0,0.0,0.0,16.0,41.839999999999996,5.0,2570.0
AFG,1991,22.714285714285715,22.0,0.0,0.0,14.0,22.160000000000004,5.0,1359.0
AFG,1992,23.166666666666668,21.0,0.0,0.0,6.0,,0.0,0.0
AFG,1993,22.125,18.0,0.0,0.0,16.0,,0.0,0.0
AFG,1994,17.125,12.0,0.0,0.0,16.0,,0.0,0.0
AFG,1995,28.166666666666668,25.5,0.0,0.0,6.0,,0.0,0.0
AFG,1996,34.125,31.0,0.0,0.0,16.0,,0.0,0.0
AFG,1997,36.9375,38.0,0.0,0.0,16.0,,0.0,19.0
AFG,1998,30.125,31.0,0.0,0.0,16.0,31.099999999999998,6.0,3937.0
AFG,1999,31.235294117647058,30.0,2233011.0,8784432.0,17.0,47.85,6.0,5947.0
AFG,2000,29.25,28.5,1889580.0,7566838.0,20.0,77.03999999999999,5.0,7771.0
AFG,2001,46.05555555555556,43.0,2545809.0,4486140.0,18.0,144.43333333333334,3.0,8984.0
AFG,2002,45.083333333333336,44.85,2727003.0,5659290.0,18.0,45.1,6.0,6359.0
AFG,2003,49.016666666666666,44.0,3151548.0,5988313.0,18.0,8.940000000000001,5.0,1127.0
AFG,2004,49.92380952380953,50.0,3920363.0,7374295.0,21.0,8.066666666666668,6.0,1216.0
AFG,2005,59.95,58.0,4831525.0,7656610.0,20.0,30.02,5.0,3696.0
AFG,2006,62.6,59.0,5250073.0,6745355.0,20.0,27.3,7.0,4861.0
AFG,2007,62.350833333333334,63.0,6396071.0,7984221.0,24.0,40.82857142857143,7.0,7429.0
AFG,2008,66.21739130434783,65.0,6178873.0,8357402.0,23.0,24.72857142857143,7.0,4562.0
AFG,2009,67.45148148148148,64.0,7426846.0,9730916.0,27.0,20.983333333333334,6.0,3419.0
AFG,2010,70.33333333333333,66.0,8029326.7333,9945640.0,27.0,6.809090909090909,11.0,2111.0
AFG,2011,74.65115384615385,76.5,8404480.0,11411277.0,26.0,19.242857142857144,7.0,3884.0
AFG,2012,77.92592592592592,81.0,10170194.0,11685096.0,27.0,24.099999999999998,6.0,4388.0
AFG,2013,79.31481481481481,82.0,10998515.0,11961241.0,27.0,3.527272727272727,11.0,1222.0
AFG,2014,79.13888888888889,86.5,15789603.0,17713694.0,36.0,2.1444444444444444,9.0,619.0
AFG,2015,81.10138888888889,91.5,16174416.0,17514567.0,36.0,5.21,10.0,1751.0
AFG,2016,69.952,77.25,12745740.0,17284050.0,40.0,3.1857142857142855,7.0,763.0
AFG,2017,73.147,80.5,17591831.0,22264690.0,40.0,8.94,5.0,1580.0
AFG,2018,76.07111111111111,82.45,22145772.0,27251597.0,45.0,10.271428571428572,7.0,2667.0
AFG,2019,74.80454545454546,83.0,22569011.0,27964899.0,44.0,2.725,4.0,432.0
AFG,2020,75.20673913043478,80.86,24885934.0,30574082.0,46.0,6.457142857142857,7.0,1921.0
AFG,2021,69.93897959183673,79.62,25368756.0,33131132.0,49.0,19.925,8.0,9312.0
AFG,2022,75.09734693877552,82.04,28431444.0,34518366.0,49.0,18.525,8.0,6613.0
AFG,2023,68.47346153846154,72.78999999999999,28212833.0,40550413.0,52.0,15.3625,8.0,5546.0
AFR,1980,5.142857142857143,6.0,6148219.0,117911438.0,7.0,774.2833333333333,6.0,1642381.0
AFR,1981,12.142857142857142,11.0,14823589.0,120816058.0,7.0,793.1500000000001,6.0,1791159.0
AFR,1982,13.428571428571429,13.0,16725510.0,124217619.0,7.0,763.5833333333334,6.0,1775986.0
AFR,1983,18.571428571428573,19.0,23916985.0,127391916.0,7.0,701.2166666666667,6.0,1697304.0
AFR,1984,23.571428571428573,24.0,30518474.0,130251021.0,7.0,552.1833333333334,6.0,1344417.0
AFR,1985,26.625,31.5,40529510.0,151888156.0,8.0,570.9666666666667,6.0,1410525.0
AFR,1986,31.0,37.0,47771052.0,155026512.0,8.0,342.75,6.0,880989.0
AFR,1987,34.625,42.0,55259633.0,158662512.0,8.0,317.9833333333333,6.0,836841.0
AFR,1988,37.25,45.5,60486015.0,161910544.0,8.0,262.4166666666667,6.0,738010.0
AFR,1989,41.625,51.0,68862699.0,165292012.0,8.0,245.55000000000004,6.0,713328.0
AFR,1990,40.44444444444444,57.0,77150754.0,189008828.0,9.0,209.9333333333333,6.0,601093.0
AFR,1991,36.333333333333336,49.0,70659287.0,193438872.0,9.0,263.01666666666665,6.0,648346.0
AFR,1992,36.44444444444444,50.0,72432834.0,197714629.0,9.0,210.21666666666667,6.0,636887.0
AFR,1993,36.888888888888886,49.0,75474483.0,202527357.0,9.0,150.75,6.0,443785.0
AFR,1994,39.666666666666664,55.0,82135320.0,205438453.0,9.0,149.46666666666667,6.0,455663.0
AFR,1995,39.22222222222222,54.0,83373223.0,210837793.0,9.0,118.93333333333334,6.0,386246.0
AFR,1996,38.44444444444444,51.0,82862505.0,214833680.0,9.0,153.78333333333333,6.0,533086.0
AFR,1997,35.7,51.5,87111434.0,237915379.0,10.0,90.86666666666667,6.0,318679.0
AFR,1998,35.3,50.5,88092461.0,242430161.0,10.0,120.06666666666666,6.0,421794.0
AFR,1999,35.0,49.5,89262657.0,248767546.0,10.0,106.02222222222223,9.0,519358.0
AFR,2000,29.153846153846153,9.0,98282318.0,326897284.0,13.0,183.07999999999998,10.0,629192.0
AFR,2001,29.23076923076923,9.0,101160494.0,334373253.0,13.0,121.75999999999999,10.0,574549.0
AFR,2002,32.46153846153846,24.0,114267853.0,341689772.0,13.0,61.67,10.0,345408.0
AFR,2003,34.0,28.0,122363562.0,349881642.0,13.0,79.87,10.0,441369.0
AFR,2004,36.46153846153846,32.0,134702524.0,358727591.0,13.0,68.49,10.0,277557.0
AFR,2005,38.76923076923077,41.0,146632976.0,368194254.0,13.0,106.65,10.0,368133.0
AFR,2006,37.857142857142854,40.0,157454878.0,406637733.0,14.0,30.872727272727275,11.0,140723.0
AFR,2007,40.714285714285715,50.5,172599987.0,415770788.0,14.0,24.527272727272727,11.0,117868.0
AFR,2008,39.8,39.0,185128157.0,457056964.0,15.0,19.463636363636365,11.0,98707.0
AFR,2009,43.666666666666664,59.0,206917506.0,465923447.0,15.0,16.30909090909091,11.0,125479.0
AFR,2010,28.08695652173913,3.0,208042636.0,553755910.0,23.0,30.80909090909091,11.0,228430.0
AFR,2011,27.782608695652176,4.0,212306149.0,570999305.0,23.0,26.318181818181817,11.0,237682.0
AFR,2012,28.608695652173914,6.0,220588438.0,581057035.0,23.0,17.381818181818183,11.0,145390.0
AFR,2013,29.52173913043478,9.0,231542198.0,590061793.0,23.0,24.40909090909091,11.0,210084.0
AFR,2014,32.34782608695652,10.0,254497969.0,598510762.0,23.0,9.445454545454545,11.0,95221.0
AFR,2015,33.541666666666664,18.5,277406797.0,642119882.0,24.0,19.60909090909091,11.0,100720.0
AFR,2016,34.68,22.0,302032192.0,678002232.0,25.0,43.0,11.0,153336.0
AFR,2017,36.56,25.0,320991662.0,687875062.0,25.0,23.954545454545453,11.0,131328.0
AFR,2018,38.96,31.0,343072319.0,696869126.0,25.0,36.00833333333333,12.0,216743.0
AFR,2019,42.2,33.0,367840541.0,706648511.0,25.0,178.9333333333333,12.0,826003.0
AFR,2020,42.64,40.0,376078222.0,716774125.0,25.0,340.5,13.0,1131684.0
AFR,2021,41.11538461538461,40.5,379202203.0,767094471.0,26.0,280.84615384615387,13.0,2066395.0
AFR,2022,42.53846153846154,44.5,396034844.0,779143176.0,26.0,416.2846153846154,13.0,2844829.0
AFR,2023,45.56,48.0,408747605.0,755090505.0,25.0,532.2846153846153,13.0,4449384.0
AGO,1980,,,0.0,0.0,0.0,2089.5,5.0,85540.0
AGO,1981,,,0.0,0.0,0.0,1247.56,5.0,53308.0
AGO,1982,,,0.0,0.0,0.0,1438.3799999999999,5.0,63677.0
AGO,1983,17.076923076923077,25.0,0.0,0.0,13.0,1149.26,5.0,53027.0
AGO,1984,22.4,28.0,0.0,0.0,5.0,1018.8799999999999,5.0,48917.0
AGO,1985,29.285714285714285,23.5,0.0,0.0,14.0,809.48,5.0,40134.0
AGO,1986,28.642857142857142,28.0,0.0,0.0,14.0,447.08000000000004,5.0,22731.0
AGO,1987,26.625,23.0,0.0,0.0,16.0,461.0200000000001,5.0,24569.0
AGO,1988,27.8125,26.0,0.0,0.0,16.0,568.9166666666666,6.0,37893.0
AGO,1989,31.3125,26.5,0.0,0.0,16.0,657.3833333333333,6.0,45766.0
AGO,1990,32.6875,29.0,0.0,0.0,16.0,650.8000000000001,6.0,46338.0
AGO,1991,35.35294117647059,35.0,0.0,0.0,17.0,413.5833333333333,6.0,30458.0
AGO,1992,29.88235294117647,22.0,0.0,0.0,17.0,675.5,2.0,17376.0
AGO,1993,36.294117647058826,32.0,0.0,0.0,17.0,180.07999999999998,5.0,12320.0
AGO,1994,35.8235294117647,34.0,0.0,0.0,17.0,207.45000000000002,2.0,6348.0
AGO,1995,45.76470588235294,42.0,0.0,0.0,17.0,23.3,2.0,888.0
AGO,1996,36.23529411764706,33.0,0.0,0.0,17.0,8.95,2.0,448.0
AGO,1997,50.166666666666664,41.0,0.0,0.0,18.0,186.13333333333335,3.0,8324.0
AGO,1998,53.611111111111114,46.0,0.0,0.0,18.0,47.125,4.0,3026.0
AGO,1999,41.58947368421053,46.0,1545744.0,4016068.0,19.0,7.466666666666668,3.0,1531.0
AGO,2000,38.588235294117645,33.0,1568426.0,3015136.0,17.0,31.233333333333334,6.0,3025.0
AGO,2001,55.523809523809526,57.0,2075118.0,4959320.0,21.0,97.46666666666668,6.0,10098.0
AGO,2002,52.095238095238095,47.0,2674082.0,6922911.0,21.0,74.52,10.0,13082.0
AGO,2003,54.714285714285715,54.0,2784186.0,4717500.0,21.0,31.575,8.0,4648.0
AGO,2004,56.95652173913044,60.0,4054143.0,8445200.0,23.0,10.35,10.0,2023.0
AGO,2005,46.82608695652174,47.0,3097281.0,8663984.0,23.0,2.4625,8.0,456.0
AGO,2006,48.391304347826086,48.0,3363127.0,8152247.0,23.0,23.387500000000003,8.0,3802.0
AGO,2007,71.97586206896553,79.76,5660333.0,8380514.0,29.0,16.6875,8.0,2832.0
AGO,2008,68.17241379310344,79.0,6865411.0,11064322.0,29.0,14.428571428571429,7.0,2229.0
AGO,2009,62.793103448275865,73.0,6273219.0,11374116.0,29.0,29.857142857142858,7.0,4714.0
AGO,2010,57.16216216216216,68.0,7728567.0,11692568.0,37.0,23.224999999999998,8.0,4303.0
AGO,2011,71.48068965517241,78.62,7794731.0,12468631.2,29.0,18.333333333333332,9.0,4060.0
AGO,2012,71.63966666666667,77.95,8290018.0,12380584.0,30.0,31.487499999999997,8.0,6346.0
AGO,2013,57.8274358974359,59.0,9692573.0,16019499.0,39.0,42.7125,8.0,8972.0
AGO,2014,86.53488372093024,76.0,11298049.0,15910075.0,43.0,63.84285714285714,7.0,12160.0
AGO,2015,68.125,73.0,14205345.0,20992824.0,48.0,3.3285714285714287,7.0,693.0
AGO,2016,64.91489361702128,70.0,12147520.0,17427700.0,47.0,6.4799999999999995,5.0,946.0
AGO,2017,62.020833333333336,68.5,11806557.0,19039399.0,48.0,0.33999999999999997,5.0,67.0
AGO,2018,70.52692307692308,74.85,15609753.0,21834789.0,52.0,2.3000000000000003,6.0,514.0
AGO,2019,69.6076923076923,75.25,15268258.0,21483360.0,52.0,20.759999999999998,5.0,3194.0
AGO,2020,63.245,68.33,14330040.0,22040800.0,52.0,1865.075,8.0,499261.0
AGO,2021,56.737735849056605,60.44,13826255.0,22457168.0,53.0,2373.5285714285715,7.0,573931.0
AGO,2022,51.99839285714285,56.34,13564848.0,24026497.0,56.0,3247.633333333333,6.0,694607.0
AGO,2023,66.11178571428572,71.14,17415785.0,24500553.0,56.0,3599.166666666666,6.0,793825.0
AIA,1980,88.0,86.0,0.0,0.0,3.0,0.0,5.0,0.0
AIA,1981,60.666666666666664,78.0,0.0,0.0,6.0,30.28,5.0,1.0
AIA,1982,78.0,79.0,0.0,0.0,8.0,30.18,5.0,1.0
AIA,1983,90.5,96.5,0.0,0.0,8.0,0.0,5.0,0.0
AIA,1984,78.625,75.0,0.0,0.0,8.0,0.0,5.0,0.0
AIA,1985,94.75,99.0,0.0,0.0,8.0,0.0,5.0,0.0
AIA,1986,84.25,86.5,0.0,0.0,8.0,0.0,5.0,0.0
AIA,1987,93.125,95.5,0.0,0.0,8.0,0.0,5.0,0.0
AIA,1988,97.625,99.0,0.0,0.0,8.0,51.4,5.0,2.0
AIA,1989,97.375,99.0,0.0,0.0,8.0,173.06,5.0,7.0
AIA,1990,99.0,99.0,0.0,0.0,8.0,357.18,5.0,15.0
AIA,1991,99.2,99.0,0.0,0.0,10.0,22.98,5.0,1.0
AIA,1992,99.0,99.0,0.0,0.0,8.0,0.0,5.0,0.0
AIA,1993,99.0,99.0,0.0,0.0,8.0,0.0,5.0,0.0
AIA,1994,96.0,96.5,0.0,0.0,8.0,0.0,5.0,0.0
AIA,1995,96.75,98.0,0.0,0.0,8.0,0.0,5.0,0.0
AIA,1996,98.25,99.0,0.0,0.0,8.0,0.0,5.0,0.0
AIA,1997,92.8,99.0,0.0,0.0,10.0,0.0,5.0,0.0
AIA,1998,86.27272727272727,99.0,0.0,0.0,11.0,0.0,5.0,0.0
AIA,1999,95.875,99.0,0.0,0.0,8.0,0.0,5.0,0.0
AIA,2000,98.69333333333333,94.57,1068.0,1104.0,12.0,0.0,6.0,0.0
AIA,2001,107.36166666666666,111.685,0.0,0.0,6.0,0.0,10.0,0.0
AIA,2002,,,,,,0.0,3.0,0.0
AIA,2003,99.03999999999999,99.0,1212.0,1176.0,10.0,0.0,10.0,0.0
AIA,2005,91.5,91.5,0.0,0.0,2.0,0.0,1.0,0.0
AIA,2017,72.55384615384615,89.0,1541.0,2127.0,26.0,0.0,9.0,0.0
AIA,2018,78.57894736842105,89.0,2569.0,3106.0,38.0,0.0,10.0,0.0
AIA,2019,68.26666666666667,77.0,2294.0,3022.0,45.0,0.0,11.0,0.0
AIA,2020,212.65136363636364,79.09,2963.0,3654.0,44.0,0.0,12.0,0.0
AIA,2021,73.99489361702128,79.05,2859.0,4167.0,47.0,0.0,12.0,0.0
AIA,2022,70.19912280701755,85.52,2829.0,3772.0,57.0,0.0,12.0,0.0
AIA,2023,76.2404,90.06,3070.0,4525.0,50.0,0.0,12.0,0.0
ALB,1980,93.2,93.0,0.0,0.0,5.0,13.25,4.0,146.0
ALB,1981,92.61538461538461,93.0,0.0,0.0,13.0,25.9,4.0,290.0
ALB,1982,94.0,93.0,0.0,0.0,5.0,22.36,5.0,318.0
ALB,1983,93.61538461538461,95.0,0.0,0.0,13.0,10.2,5.0,148.0
ALB,1984,93.61538461538461,95.0,0.0,0.0,13.0,6.34,5.0,94.0
ALB,1985,94.76923076923077,96.0,0.0,0.0,13.0,11.819999999999999,5.0,180.0
ALB,1986,94.76923076923077,96.0,0.0,0.0,13.0,8.02,5.0,124.0
ALB,1987,94.76923076923077,96.0,0.0,0.0,13.0,7.76,5.0,122.0
ALB,1988,95.23076923076923,96.0,0.0,0.0,13.0,32.12,5.0,516.0
ALB,1989,95.15384615384616,96.0,0.0,0.0,13.0,8363.68,5.0,136344.0
ALB,1990,86.8,94.0,0.0,0.0,10.0,27.55,4.0,362.0
ALB,1991,80.0,80.0,0.0,0.0,16.0,18.64,5.0,308.0
ALB,1992,90.5625,94.0,0.0,0.0,16.0,6.44,5.0,109.0
ALB,1993,89.6875,96.0,0.0,0.0,16.0,10.18,5.0,171.0
ALB,1994,95.42105263157895,98.0,0.0,0.0,19.0,18.439999999999998,5.0,307.0
ALB,1995,94.46315789473684,97.0,0.0,0.0,19.0,10.6,5.0,175.0
ALB,1996,96.0421052631579,96.1,0.0,0.0,19.0,88.6,5.0,1576.0
ALB,1997,96.91052631578947,97.3,0.0,0.0,19.0,152.78,5.0,2467.0
ALB,1998,89.05263157894737,94.0,0.0,0.0,19.0,199.9,3.0,1925.0
ALB,1999,91.88421052631578,93.0,325992.0,352710.0,19.0,82.75714285714287,7.0,1847.0
ALB,2000,95.21666666666665,96.5,362621.0,380095.0,24.0,164.25,8.0,4160.0
ALB,2001,93.73928571428571,96.0,380172.0,405738.0,28.0,52.23333333333333,9.0,1480.0
ALB,2002,94.07142857142857,96.0,414320.0,439551.0,28.0,112.48888888888888,9.0,3173.0
ALB,2003,93.71428571428571,97.0,371364.0,397610.0,28.0,72.61,10.0,2264.0
ALB,2004,96.50689655172413,97.3,382833.0,393531.0,29.0,31.809999999999995,10.0,990.0
ALB,2005,96.58,97.6,384708.0,397510.0,30.0,55.85,10.0,1718.0
ALB,2006,95.39999999999999,97.0,332218.0,311517.0,28.0,10.040000000000001,10.0,306.0
ALB,2007,96.35714285714286,98.0,285107.0,256998.0,28.0,25.900000000000002,11.0,861.0
ALB,2008,97.18666666666667,98.6,337820.0,348212.0,30.0,2.2222222222222223,9.0,60.0
ALB,2009,96.33125,97.8,362677.0,377171.0,32.0,1.2000000000000002,9.0,32.0
ALB,2010,97.67272727272727,99.0,365578.0,341329.0,33.0,1.1454545454545455,11.0,37.0
ALB,2011,97.74594594594595,99.0,416939.0,421976.0,37.0,2.372727272727273,11.0,76.0
ALB,2012,98.08815789473684,98.71000000000001,462295.0,469559.0,38.0,1.3727272727272728,11.0,44.0
ALB,2013,98.75263157894737,99.0,463311.0,467426.0,38.0,0.8181818181818182,11.0,26.0
ALB,2014,98.3,98.5,483916.0,491182.0,40.0,53.3,1.0,30.0
ALB,2015,98.43658536585366,99.0,458710.0,465054.0,41.0,0.0,1.0,0.0
ALB,2016,97.99024390243902,98.5,435711.0,443575.0,41.0,3.4125,8.0,79.0
ALB,2017,98.43697674418604,99.0,453465.0,460109.0,43.0,0.8090909090909091,11.0,26.0
ALB,2018,97.02758620689656,98.75,881259.0,695087.0,58.0,57.63333333333334,9.0,1501.0
ALB,2019,91.41301587301587,97.16,815972.0,1530951.0,63.0,19.488888888888887,9.0,507.0
ALB,2020,92.1610606060606,97.985,850874.0,1222913.0,66.0,0.2846153846153846,13.0,11.0
ALB,2021,93.24924999999999,97.595,612034.0,646318.0,40.0,0.03636363636363637,11.0,1.0
ALB,2022,78.46755102040817,93.01,852455.0,3488927.0,49.0,0.08,10.0,2.0
ALB,2023,85.49534246575342,96.0,850123.0,3462825.0,73.0,1.2,6.0,20.0
AMR,1980,45.0,52.0,45363576.0,96772336.0,7.0,107.71666666666665,6.0,398061.0
AMR,1981,47.57142857142857,58.0,48295117.0,97662012.0,7.0,101.23333333333333,6.0,378831.0
AMR,1982,50.142857142857146,59.0,51249889.0,98715981.0,7.0,69.60000000000001,6.0,265854.0
AMR,1983,51.285714285714285,60.0,52462999.0,99148062.0,7.0,54.25,6.0,211791.0
AMR,1984,54.285714285714285,64.0,55808440.0,99587127.0,7.0,70.23333333333332,6.0,277143.0
AMR,1985,46.625,61.0,55302045.0,115791704.0,8.0,66.53333333333332,6.0,266872.0
AMR,1986,49.125,66.0,58074851.0,116146578.0,8.0,69.85000000000001,6.0,284439.0
AMR,1987,53.5,67.5,62396191.0,116368946.0,8.0,46.86666666666667,6.0,194167.0
AMR,1988,57.375,73.0,67080784.0,116942644.0,8.0,39.483333333333334,6.0,166103.0
AMR,1989,58.0,74.0,68310858.0,117835223.0,8.0,41.7,6.0,177776.0
AMR,1990,53.0,74.0,70266271.0,134443085.0,9.0,60.56666666666666,6.0,261838.0
AMR,1991,55.44444444444444,77.0,73281841.0,134151284.0,9.0,41.78333333333334,6.0,181621.0
AMR,1992,55.77777777777778,76.0,73058898.0,133503653.0,9.0,27.966666666666665,6.0,123730.0
AMR,1993,57.666666666666664,77.0,75173181.0,133169991.0,9.0,19.216666666666665,6.0,86306.0
AMR,1994,59.111111111111114,82.0,76797540.0,132670147.0,9.0,12.049999999999999,6.0,55058.0
AMR,1995,65.77777777777777,85.0,85644392.0,132116759.0,9.0,7.216666666666666,6.0,32986.0
AMR,1996,66.66666666666667,85.0,86453034.0,131434415.0,9.0,4.866666666666666,6.0,21996.0
AMR,1997,61.9,77.5,89153436.0,137241434.0,10.0,32.0875,8.0,197495.0
AMR,1998,67.6,79.0,95793377.0,137238921.0,10.0,28.2125,8.0,175733.0
AMR,1999,70.7,81.0,100101093.0,136676934.0,10.0,47.8,9.0,122184.0
AMR,2000,69.84615384615384,75.0,130595276.0,182782802.0,13.0,16.45,10.0,106921.0
AMR,2001,69.07692307692308,77.0,127510476.0,181460490.0,13.0,11.379999999999999,10.0,90053.0
AMR,2002,68.46153846153847,81.0,126610256.0,180143903.0,13.0,6.130000000000001,10.0,43904.0
AMR,2003,72.15384615384616,85.0,131600223.0,179232817.0,13.0,5.73,10.0,41174.0
AMR,2004,73.38461538461539,89.0,133404369.0,178713075.0,13.0,8.97,10.0,67885.0
AMR,2005,74.23076923076923,92.0,134682055.0,178388995.0,13.0,14.2,10.0,75357.0
AMR,2006,71.35714285714286,91.0,138090541.0,193628162.0,14.0,8.172727272727272,11.0,66300.0
AMR,2007,71.42857142857143,90.0,138647484.0,193379832.0,14.0,8.645454545454546,11.0,81605.0
AMR,2008,69.86666666666666,89.0,145192041.0,207827665.0,15.0,9.22,10.0,72753.0
AMR,2009,71.73333333333333,90.0,149476006.0,207501645.0,15.0,4.290000000000001,10.0,39514.0
AMR,2010,49.73913043478261,51.0,155224665.0,268108366.0,23.0,7.63,10.0,70463.0
AMR,2011,52.30434782608695,69.0,161760881.0,267405353.0,23.0,7.68,10.0,63311.0
AMR,2012,54.69565217391305,71.0,166621394.0,266445776.0,23.0,10.19,10.0,95889.0
AMR,2013,55.47826086956522,70.0,166638367.0,265955805.0,23.0,7.69,10.0,72659.0
AMR,2014,59.73913043478261,72.0,176371744.0,266088559.0,23.0,6.99,10.0,67779.0
AMR,2015,60.625,69.0,183823166.0,275101096.0,24.0,5.54,10.0,52525.0
AMR,2016,63.666666666666664,76.5,186613837.0,271903557.0,24.0,6.67,10.0,56450.0
AMR,2017,65.375,72.5,186147497.0,269742546.0,24.0,11.78,10.0,85206.0
AMR,2018,67.75,77.5,191440262.0,267959795.0,24.0,13.166666666666666,12.0,114088.0
AMR,2019,66.04166666666667,73.0,182263625.0,264254223.0,24.0,15.1,12.0,92763.0
AMR,2020,64.54166666666667,72.0,173183138.0,258266593.0,24.0,4.758333333333334,12.0,55219.0
AMR,2021,65.36,75.0,176695727.0,261252242.0,25.0,2.1666666666666665,12.0,23568.0
AMR,2022,68.16,76.0,182694212.0,259889425.0,25.0,2.75,12.0,25080.0
AMR,2023,71.20833333333333,75.5,179606362.0,243544133.0,24.0,3.591666666666667,12.0,23036.0
AND,1980,,,0.0,0.0,0.0,,,
AND,1981,,,0.0,0.0,0.0,,,
AND,1982,,,0.0,0.0,0.0,,,
AND,1983,,,0.0,0.0,0.0,,,
AND,1984,,,0.0,0.0,0.0,,,
AND,1985,,,0.0,0.0,0.0,,,
AND,1986,,,0.0,0.0,0.0,,,
AND,1987,,,0.0,0.0,0.0,,,
AND,1988,,,0.0,0.0,0.0,,,
AND,1989,,,0.0,0.0,0.0,,,
AND,1990,,,0.0,0.0,0.0,,,
AND,1991,,,0.0,0.0,0.0,,,
AND,1992,,,0.0,0.0,0.0,,,
AND,1993,,,0.0,0.0,0.0,,,
AND,1994,,,0.0,0.0,0.0,,,
AND,1995,,,0.0,0.0,0.0,,,
AND,1996,90.0,90.0,0.0,0.0,1.0,,,
AND,1997,87.55,90.0,0.0,0.0,16.0,15.459999999999999,5.0,5.0
AND,1998,82.83333333333333,89.5,0.0,0.0,12.0,,0.0,0.0
AND,1999,88.91666666666667,92.5,0.0,0.0,12.0,5.066666666666666,6.0,2.0
AND,2000,93.66666666666667,96.0,0.0,0.0,12.0,4.3428571428571425,7.0,2.0
AND,2001,93.41666666666667,95.5,0.0,0.0,12.0,13.660000000000002,10.0,9.0
AND,2002,94.33333333333333,96.0,0.0,0.0,12.0,2.142857142857143,7.0,1.0
AND,2003,95.49470588235295,96.0,0.0,0.0,17.0,1.44,10.0,1.0
AND,2004,93.81818181818181,97.55,0.0,0.0,22.0,2.69,10.0,2.0
AND,2005,94.0,97.0,0.0,0.0,13.0,1.4333333333333333,9.0,1.0
AND,2006,91.73214285714286,93.0,0.0,0.0,14.0,34.9,9.0,25.0
AND,2007,93.16058823529411,95.0,0.0,0.0,17.0,5.433333333333334,9.0,4.0
AND,2008,97.21190476190476,98.0,0.0,0.0,21.0,0.0,10.0,0.0
AND,2009,95.64588235294117,97.98,0.0,0.0,17.0,0.0,10.0,0.0
AND,2010,96.45470588235294,98.87,0.0,0.0,17.0,0.0,10.0,0.0
AND,2011,96.44117647058823,99.0,0.0,0.0,17.0,5.14,10.0,4.0
AND,2012,96.6975,97.97999999999999,0.0,0.0,16.0,5.2,10.0,4.0
AND,2013,95.07000000000001,95.56,0.0,0.0,17.0,10.639999999999999,10.0,8.0
AND,2014,95.13,95.72,0.0,0.0,19.0,247.7625,8.0,26.0
AND,2015,94.983,95.97,0.0,0.0,20.0,43.300000000000004,8.0,25.0
AND,2016,95.693,97.09,0.0,0.0,20.0,18.009999999999998,10.0,13.0
AND,2017,98.25055555555555,99.0,0.0,0.0,18.0,6.779999999999999,10.0,5.0
AND,2018,90.754375,98.27,3752.0,0.0,32.0,36.583333333333336,12.0,33.0
AND,2019,91.88875,97.755,3920.0,0.0,32.0,22.883333333333336,12.0,21.0
AND,2020,95.11518518518518,98.0,0.0,0.0,27.0,125.25384615384617,13.0,126.0
AND,2021,90.847,98.0,8539.0,12724.0,30.0,0.0,13.0,0.0
AND,2022,91.00814814814814,96.13,5791.0,11728.0,27.0,1.0416666666666667,12.0,1.0
AND,2023,91.89714285714285,96.5,5277.0,12299.0,28.0,16.863636363636363,11.0,15.0
ARE,1980,18.846153846153847,15.0,0.0,0.0,13.0,752.7,4.0,3106.0
ARE,1981,40.0,45.0,0.0,0.0,13.0,545.0,5.0,3037.0
ARE,1982,43.84615384615385,43.0,0.0,0.0,13.0,334.42,5.0,2015.0
ARE,1983,49.07692307692308,50.0,0.0,0.0,13.0,354.76,5.0,2211.0
ARE,1984,50.61538461538461,59.0,0.0,0.0,13.0,289.76000000000005,5.0,1918.0
ARE,1985,55.07142857142857,58.0,0.0,0.0,14.0,358.41999999999996,5.0,2484.0
ARE,1986,66.92857142857143,67.0,0.0,0.0,14.0,319.9,5.0,2359.0
